Fri Aug  2 16:07:14 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Fri Aug  2 16:07:14 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 136 links and 0 images found.
Fri Aug  2 16:08:27 2013 : ../crawl data/ZOVI/data/women Successfully open
Fri Aug  2 16:08:27 2013 : Parsing ../crawl data/ZOVI/data/women begin.
Fri Aug  2 16:08:27 2013 : Parsing ../crawl data/ZOVI/data/women complete. 113 links and 0 images found.
Fri Aug  2 16:09:54 2013 : ../crawl data/ZOVI/data/men Successfully open
Fri Aug  2 16:09:54 2013 : Parsing ../crawl data/ZOVI/data/men begin.
Fri Aug  2 16:09:54 2013 : Parsing ../crawl data/ZOVI/data/men complete. 105 links and 0 images found.
Fri Aug  2 16:11:29 2013 : ../crawl data/ZOVI/data/men Successfully open
Fri Aug  2 16:11:29 2013 : Parsing ../crawl data/ZOVI/data/men begin.
Fri Aug  2 16:11:29 2013 : Parsing ../crawl data/ZOVI/data/men complete. 105 links and 0 images found.
Fri Aug  2 16:31:07 2013 : ../crawl data/ZOVI/data/men Successfully open
Fri Aug  2 16:31:07 2013 : Parsing ../crawl data/ZOVI/data/men begin.
Fri Aug  2 16:31:07 2013 : Parsing ../crawl data/ZOVI/data/men complete. 105 links and 0 images found.
Mon Aug  5 16:18:43 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Mon Aug  5 16:18:43 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Mon Aug  5 16:18:43 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 0 images found.
Mon Aug  5 16:24:41 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Mon Aug  5 16:24:41 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Mon Aug  5 16:24:41 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 0 images found.
Mon Aug  5 16:25:05 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Mon Aug  5 16:25:05 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Mon Aug  5 16:25:05 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 0 images found.
Mon Aug  5 16:26:03 2013 : ../crawl data/GOOGLE/data/www.google.com Successfully open
Mon Aug  5 16:26:03 2013 : Parsing ../crawl data/GOOGLE/data/www.google.com begin.
Mon Aug  5 16:26:03 2013 : Parsing ../crawl data/GOOGLE/data/www.google.com complete. 27 links and 0 images found.
Mon Aug  5 19:42:55 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Mon Aug  5 19:42:55 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Mon Aug  5 19:42:55 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 0 images found.
Mon Aug  5 19:51:15 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Mon Aug  5 19:51:15 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Mon Aug  5 19:51:15 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 0 images found.
Mon Aug  5 19:52:16 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Mon Aug  5 19:52:16 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Mon Aug  5 19:52:16 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 0 images found.
Mon Aug  5 19:53:02 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Mon Aug  5 19:53:02 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Mon Aug  5 19:53:02 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 0 images found.
Tue Aug  6 00:44:06 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Tue Aug  6 00:44:06 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Tue Aug  6 00:44:06 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 0 images found.
Tue Aug  6 00:44:59 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Tue Aug  6 00:44:59 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Tue Aug  6 00:44:59 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 0 images found.
Tue Aug  6 00:45:31 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Tue Aug  6 00:45:31 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Tue Aug  6 00:45:31 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 3 images found.
Tue Aug  6 00:46:28 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Tue Aug  6 00:46:28 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Tue Aug  6 00:46:28 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 3 images found.
Tue Aug  6 00:46:49 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Tue Aug  6 00:46:49 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Tue Aug  6 00:46:49 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 3 images found.
Tue Aug  6 00:47:59 2013 : ../crawl data/ZOMATO/data/www.zomato.com Successfully open
Tue Aug  6 00:47:59 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com begin.
Tue Aug  6 00:47:59 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com complete. 140 links and 3 images found.
Tue Aug  6 00:56:04 2013 : ../crawl data/ZOMATO/data/careers Successfully open
Tue Aug  6 00:56:04 2013 : Parsing ../crawl data/ZOMATO/data/careers begin.
Tue Aug  6 00:56:04 2013 : Parsing ../crawl data/ZOMATO/data/careers complete. 9 links and 2 images found.
Tue Aug  6 00:57:35 2013 : ../crawl data/ZOMATO/data/careers Successfully open
Tue Aug  6 00:57:35 2013 : Parsing ../crawl data/ZOMATO/data/careers begin.
Tue Aug  6 00:57:35 2013 : Parsing ../crawl data/ZOMATO/data/careers complete. 9 links and 2 images found.
Tue Aug  6 00:58:27 2013 : ../crawl data/ZOMATO/data/careers Successfully open
Tue Aug  6 00:58:27 2013 : Parsing ../crawl data/ZOMATO/data/careers begin.
Tue Aug  6 00:58:27 2013 : Parsing ../crawl data/ZOMATO/data/careers complete. 9 links and 2 images found.
Tue Aug  6 00:59:15 2013 : ../crawl data/ZOMATO/data/careers Successfully open
Tue Aug  6 00:59:15 2013 : Parsing ../crawl data/ZOMATO/data/careers begin.
Tue Aug  6 00:59:15 2013 : Parsing ../crawl data/ZOMATO/data/careers complete. 9 links and 2 images found.
Tue Aug  6 01:01:11 2013 : ../crawl data/ZOMATO/data/careers Successfully open
Tue Aug  6 01:01:11 2013 : Parsing ../crawl data/ZOMATO/data/careers begin.
Tue Aug  6 01:01:11 2013 : Parsing ../crawl data/ZOMATO/data/careers complete. 9 links and 2 images found.
Tue Aug  6 01:01:34 2013 : ../crawl data/ZOMATO/data/careers Successfully open
Tue Aug  6 01:01:34 2013 : Parsing ../crawl data/ZOMATO/data/careers begin.
Tue Aug  6 01:01:34 2013 : Parsing ../crawl data/ZOMATO/data/careers complete. 9 links and 2 images found.
Tue Aug  6 01:02:30 2013 : ../crawl data/ZOMATO/data/careers Successfully open
Tue Aug  6 01:02:30 2013 : Parsing ../crawl data/ZOMATO/data/careers begin.
Tue Aug  6 01:02:30 2013 : Parsing ../crawl data/ZOMATO/data/careers complete. 9 links and 2 images found.
Tue Aug  6 01:05:20 2013 : ../crawl data/ZOMATO/data/careers Successfully open
Tue Aug  6 01:05:20 2013 : Parsing ../crawl data/ZOMATO/data/careers begin.
Tue Aug  6 01:05:20 2013 : Parsing ../crawl data/ZOMATO/data/careers complete. 9 links and 2 images found.
Tue Aug  6 01:05:27 2013 : ../crawl data/ZOMATO/data/www.zomato.com Successfully open
Tue Aug  6 01:05:27 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com begin.
Tue Aug  6 01:05:27 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com complete. 140 links and 2 images found.
Tue Aug  6 01:06:31 2013 : ../crawl data/ZOMATO/data/www.zomato.com Successfully open
Tue Aug  6 01:06:31 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com begin.
Tue Aug  6 01:06:31 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com complete. 140 links and 2 images found.
Tue Aug  6 01:12:26 2013 : ../crawl data/ZOMATO/data/www.zomato.com Successfully open
Tue Aug  6 01:12:26 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com begin.
Tue Aug  6 01:12:26 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com complete. 140 links and 0 images found.
Tue Aug  6 01:16:07 2013 : ../crawl data/ZOMATO/data/www.zomato.com Successfully open
Tue Aug  6 01:16:07 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com begin.
Tue Aug  6 01:16:17 2013 : ../crawl data/ZOMATO/data/www.zomato.com Successfully open
Tue Aug  6 01:16:17 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com begin.
Tue Aug  6 01:16:17 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com complete. 140 links and 2 images found.
Tue Aug  6 15:00:03 2013 : ../crawl data/ZOMATO/data/www.zomato.com Successfully open
Tue Aug  6 15:00:03 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com begin.
Tue Aug  6 15:00:03 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com complete. 141 links and 2 images found.
Tue Aug  6 15:00:59 2013 : ../crawl data/ZOMATO/data/www.zomato.com Successfully open
Tue Aug  6 15:00:59 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com begin.
Tue Aug  6 15:00:59 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com complete. 141 links and 2 images found.
Tue Aug  6 15:01:30 2013 : ../crawl data/ZOMATO/data/www.zomato.com Successfully open
Tue Aug  6 15:01:30 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com begin.
Tue Aug  6 15:01:30 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com complete. 141 links and 2 images found.
Tue Aug  6 15:34:00 2013 : ../crawl data/ZOMATO/data/www.zomato.com Successfully open
Tue Aug  6 15:34:00 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com begin.
Tue Aug  6 15:34:28 2013 : ../crawl data/ZOMATO/data/www.zomato.com Successfully open
Tue Aug  6 15:34:28 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com begin.
Tue Aug  6 15:34:28 2013 : Parsing ../crawl data/ZOMATO/data/www.zomato.com complete. 141 links and 14 images found.
Tue Aug  6 15:37:27 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Tue Aug  6 15:37:27 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Tue Aug  6 15:37:27 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 9 images found.
Tue Aug  6 15:40:07 2013 : ../crawl data/BENETTON/data/www.benetton.co Successfully open
Tue Aug  6 15:40:07 2013 : Parsing ../crawl data/BENETTON/data/www.benetton.co begin.
Tue Aug  6 15:40:07 2013 : Parsing ../crawl data/BENETTON/data/www.benetton.co complete. 73 links and 17 images found.
Tue Aug  6 15:41:18 2013 : ../crawl data/BENETTON/data/www.benetton.co Successfully open
Tue Aug  6 15:41:18 2013 : Parsing ../crawl data/BENETTON/data/www.benetton.co begin.
Tue Aug  6 15:41:18 2013 : Parsing ../crawl data/BENETTON/data/www.benetton.co complete. 73 links and 19 images found.
Tue Aug  6 15:53:55 2013 : ../crawl data/BENETTON/data/www.benetton.co Successfully open
Tue Aug  6 15:53:55 2013 : Parsing ../crawl data/BENETTON/data/www.benetton.co begin.
Tue Aug  6 15:53:55 2013 : Parsing ../crawl data/BENETTON/data/www.benetton.co complete. 73 links and 17 images found.
Tue Aug  6 15:54:48 2013 : ../crawl data/YOUPORN/data/www.youporn.com Successfully open
Tue Aug  6 15:54:48 2013 : Parsing ../crawl data/YOUPORN/data/www.youporn.com begin.
Tue Aug  6 15:54:48 2013 : Parsing ../crawl data/YOUPORN/data/www.youporn.com complete. 1 links and 2 images found.
Tue Aug  6 16:21:22 2013 : ../crawl data/ZOVI/data/www.zovi.com Successfully open
Tue Aug  6 16:21:22 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com begin.
Tue Aug  6 16:21:22 2013 : Parsing ../crawl data/ZOVI/data/www.zovi.com complete. 137 links and 9 images found.
Tue Aug  6 16:22:12 2013 : ../crawl data/ZOVI/data/mens-all-plain-tees?misc_ref_code=menu_mens-all-plain-tees Successfully open
Tue Aug  6 16:22:12 2013 : Parsing ../crawl data/ZOVI/data/mens-all-plain-tees?misc_ref_code=menu_mens-all-plain-tees begin.
Tue Aug  6 16:22:12 2013 : Parsing ../crawl data/ZOVI/data/mens-all-plain-tees?misc_ref_code=menu_mens-all-plain-tees complete. 182 links and 79 images found.
Tue Aug  6 16:23:24 2013 : ../crawl data/ZOVI/data/mens-all-graphic-tees Successfully open
Tue Aug  6 16:23:24 2013 : Parsing ../crawl data/ZOVI/data/mens-all-graphic-tees begin.
Tue Aug  6 16:23:24 2013 : Parsing ../crawl data/ZOVI/data/mens-all-graphic-tees complete. 367 links and 264 images found.
Tue Aug  6 16:42:23 2013 : ../crawl data/ZOVI/data/mens-all-graphic-tees Successfully open
Tue Aug  6 16:42:23 2013 : Parsing ../crawl data/ZOVI/data/mens-all-graphic-tees begin.
Tue Aug  6 16:42:23 2013 : Parsing ../crawl data/ZOVI/data/mens-all-graphic-tees complete. 367 links and 264 images found.
Tue Aug  6 16:43:33 2013 : ../crawl data/ZOVI/data/mens-all-graphic-tees Successfully open
Tue Aug  6 16:43:33 2013 : Parsing ../crawl data/ZOVI/data/mens-all-graphic-tees begin.
Tue Aug  6 16:43:33 2013 : Parsing ../crawl data/ZOVI/data/mens-all-graphic-tees complete. 367 links and 264 images found.
Wed Aug  7 15:50:44 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or Successfully open
Wed Aug  7 15:50:44 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or begin.
Wed Aug  7 15:50:44 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or complete. 35 links and 16 images found.
Wed Aug  7 15:52:20 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or Successfully open
Wed Aug  7 15:52:20 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or begin.
Wed Aug  7 15:52:20 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or complete. 35 links and 16 images found.
Wed Aug  7 15:53:49 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or Successfully open
Wed Aug  7 15:53:49 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or begin.
Wed Aug  7 15:53:49 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or complete. 35 links and 16 images found.
Wed Aug  7 15:54:37 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or Successfully open
Wed Aug  7 15:54:37 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or begin.
Wed Aug  7 15:54:37 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or complete. 35 links and 16 images found.
Wed Aug  7 15:54:47 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/ridefault.aspx?housead Successfully open
Wed Aug  7 15:54:47 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/ridefault.aspx?housead begin.
Wed Aug  7 15:54:47 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/ridefault.aspx?housead complete. 0 links and 0 images found.
Wed Aug  7 16:03:44 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or Successfully open
Wed Aug  7 16:03:44 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or begin.
Wed Aug  7 16:03:44 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or complete. 35 links and 16 images found.
Wed Aug  7 16:06:05 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or Successfully open
Wed Aug  7 16:06:05 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or begin.
Wed Aug  7 16:06:05 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/rotaryclubofshimla.or complete. 35 links and 16 images found.
Wed Aug  7 16:06:16 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/ridefault.aspx?housead Successfully open
Wed Aug  7 16:06:16 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/ridefault.aspx?housead begin.
Wed Aug  7 16:06:16 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/ridefault.aspx?housead complete. 0 links and 0 images found.
Wed Aug  7 16:06:19 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/install.html Successfully open
Wed Aug  7 16:06:19 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/install.html begin.
Wed Aug  7 16:06:19 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/install.html complete. 31 links and 1 images found.
Wed Aug  7 16:06:22 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/udaan.html Successfully open
Wed Aug  7 16:06:22 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/udaan.html begin.
Wed Aug  7 16:06:22 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/udaan.html complete. 31 links and 1 images found.
Wed Aug  7 16:06:25 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/blood.html Successfully open
Wed Aug  7 16:06:25 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/blood.html begin.
Wed Aug  7 16:06:25 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/blood.html complete. 31 links and 1 images found.
Wed Aug  7 16:06:27 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/mybod.html Successfully open
Wed Aug  7 16:06:27 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/mybod.html begin.
Wed Aug  7 16:06:27 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/mybod.html complete. 31 links and 11 images found.
Wed Aug  7 16:06:29 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/member.html Successfully open
Wed Aug  7 16:06:29 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/member.html begin.
Wed Aug  7 16:06:29 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/member.html complete. 31 links and 1 images found.
Wed Aug  7 16:06:32 2013 : ../crawl data/ROTARY CLUB SHIMLA/data/index.html Successfully open
Wed Aug  7 16:06:32 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/index.html begin.
Wed Aug  7 16:06:32 2013 : Parsing ../crawl data/ROTARY CLUB SHIMLA/data/index.html complete. 35 links and 16 images found.
Wed Aug  7 16:10:53 2013 : ../crawl data/JUIT/data/www.juit.ac.in Successfully open
Wed Aug  7 16:10:53 2013 : Parsing ../crawl data/JUIT/data/www.juit.ac.in begin.
Wed Aug  7 16:10:53 2013 : Parsing ../crawl data/JUIT/data/www.juit.ac.in complete. 107 links and 4 images found.
Wed Aug  7 16:10:54 2013 : ../crawl data/JUIT/data/Videos-Regarding-Ragging.aspx Successfully open
Wed Aug  7 16:10:54 2013 : Parsing ../crawl data/JUIT/data/Videos-Regarding-Ragging.aspx begin.
Wed Aug  7 16:10:54 2013 : Parsing ../crawl data/JUIT/data/Videos-Regarding-Ragging.aspx complete. 118 links and 0 images found.
Wed Aug  7 16:10:54 2013 : ../crawl data/JUIT/data/Disclaimer.aspx Successfully open
Wed Aug  7 16:10:54 2013 : Parsing ../crawl data/JUIT/data/Disclaimer.aspx begin.
Wed Aug  7 16:10:54 2013 : Parsing ../crawl data/JUIT/data/Disclaimer.aspx complete. 118 links and 0 images found.
Thu Aug  8 16:02:31 2013 : ../crawl data/YEBHI/data/www.yebhi.com Successfully open
Thu Aug  8 16:02:31 2013 : Parsing ../crawl data/YEBHI/data/www.yebhi.com begin.
Thu Aug  8 16:02:31 2013 : Parsing ../crawl data/YEBHI/data/www.yebhi.com complete. 354 links and 15 images found.
Thu Aug  8 16:02:44 2013 : ../crawl data/YEBHI/data/www.yebhi.com Successfully open
Thu Aug  8 16:02:44 2013 : Parsing ../crawl data/YEBHI/data/www.yebhi.com begin.
Thu Aug  8 16:02:44 2013 : Parsing ../crawl data/YEBHI/data/www.yebhi.com complete. 354 links and 15 images found.
Thu Aug  8 16:02:47 2013 : ../crawl data/YEBHI/data/#divFBIntegrating Successfully open
Thu Aug  8 16:02:47 2013 : Parsing ../crawl data/YEBHI/data/#divFBIntegrating begin.
Thu Aug  8 16:02:47 2013 : Parsing ../crawl data/YEBHI/data/#divFBIntegrating complete. 354 links and 15 images found.
Thu Aug  8 16:03:00 2013 : ../crawl data/YEBHI/data/pen-drives.html Successfully open
Thu Aug  8 16:03:00 2013 : Parsing ../crawl data/YEBHI/data/pen-drives.html begin.
Thu Aug  8 16:03:00 2013 : Parsing ../crawl data/YEBHI/data/pen-drives.html complete. 431 links and 88 images found.
